ID,Nr_NHP,Included_alignment,ID_DEPAVE,ID_SINAN,ID_Sigh,ID_Sigh_virology,ID_Pool_Mosquitoes,LOCATION,ZONE_PEAL,ADDRESS,Location,Latitude,Longitude,Time,Date_death,Date_of_identification_or_collection,Date_notification,Stage_decomposition,FINAL_YFV_Result,IHQ_YFV_Result,PCR_YFV_Result,RT_PCR_Ct,Collection,Transport_institute,Collected_by,Popular_name,Species,Number_individuals,Sex,Age_class,Photo_record,Height,Technique,Notes,Notes_2,Necropsy_material_collection_by,Cause_of_death,TCE,Main_pathological_alterations,IHQ_Report,PCR_Report,Rabies_Report,Final_Report,STATUS,MULTIPLEX_PCR_SEQUENCING,MULTIPLEX_PCR_BARCODE_NUMBER,MULTIPLEX_PCR_LIBRARY_NAME,MULTIPLEX_PCR_Nb of reads mapped,Average depth coverage,MULTIPLEX_PCR_Bases covered >10x,MULTIPLEX_PCR_Bases covered >25x,MULTIPLEX_PCR_Reference covered (%),SMART_9N_SEQUENCING,Lab_number,Qubit ,SMART_9N_BARCODE_NUMBER,SMART_9N_LIBRARY_NAME,SMART_9N_Nb of reads ,N50,SMART_9N_Nb of reads mapped,SMART_9N_% of reads mapped,SMART_9N_Average depth coverage,Identity,SMART_9N_Bases covered >10x,SMART_9N_Bases covered >20x,SMART_9N_Reference covered_10 (%),SMART_9N_Reference covered_20 (%),KRAKEN2_DISCOVERY,Reference_genome
106,2681,,74016,4304050,2194544J,,,Norte,NA,"P.E. da Cantareira - Núcleo Pedra Grande - Rua do Horto, 1799- Horto Florestal - CEP: 02377-000 - São Paulo - SP",,"-23,4542863","-46,6360281",,desconhecida,11/12/2017,11/12/2017,,POSITIVO,Inadequado,Positivo,13,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"Parque Estadual Cantareira - Núcleo Pedra Grande - R. do Horto, 1799 - Horto Florestal, São Paulo - SP, 02377-000, Brasil",,M.V. Thaís Sanches,"Infecciosa, agente viral, febre amarela",-,"Hepatopatia, nefropatia, efusão pleural e pericárdica",sim,sim,,sim,Sequenced,Sequenced,BC05,YFV_horto,27460,1254.72,10227,10208,86.03,Sequenced,5,48,BC05,YFV_metagenomics_2,"511,264",472,"39,921",7.808,"1,880.77",95.4,10849,10849,99.908,99.908,-,JF912190.1
107,2702,,74071,4304051,,,,Norte,NA,"P.E. da Cantareira - Núcleo Pedra Grande - Rua do Horto, 1799- Horto Florestal - CEP: 02377-000 - São Paulo - SP",,"-23,4542863","-46,6360281",,desconhecida,12/12/2017,12/12/2017,,POSITIVO,Positivo,Positivo,"11,33",,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"Parque Estadual Cantareira - Núcleo Pedra Grande - R. do Horto, 1799 - Horto Florestal, São Paulo - SP, 02377-000, Brasil",,M.V. Thaís Sanches,"Infecciosa, agente viral, febre amarela",-,"Hepatopatia, nefropatia, enterite hemorrágica, congestão pulmonar",sim,sim,,sim,Sequenced,Sequenced,BC23,YFV_Lib02Rep_20220516,72129,2335.22,10228,10220,87.6324,Sequenced,36,"55,4",BC13,YFV_metagenomics_1,101153,571,11952,11.82,533.049,94.8,10847,10846,99.880,99.871,-,JF912190.1
108,,,74077,4304051,,,,Norte,NA,"P.E. da Cantareira - Núcleo Pedra Grande - Rua do Horto, 1799- Horto Florestal - CEP: 02377-000 - São Paulo - SP",,"-23,4542863","-46,6360281",,desconhecida,12/12/2017,12/12/2017,,NÃO DETERMINADO,Sample_not_sent,Sample_not_sent,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"Parque Estadual Cantareira - Núcleo Pedra Grande - R. do Horto, 1799 - Horto Florestal, São Paulo - SP, 02377-000, Brasil",,,,,,não enviado - ok,não enviado - ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2710,,74113,4304053,2195085A,,,Norte,NA,"P.E. da Cantareira - Núcleo Pedra Grande - Rua do Horto, 1799- Horto Florestal - CEP: 02377-000 - São Paulo - SP",,"-23,4542863","-46,6360281",,desconhecida,14/12/2017,14/12/2017,Íntegro (vivo _0 a 2 dias),POSITIVO,Positivo,Positivo,8,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"Parque Estadual Cantareira - Núcleo Pedra Grande - R. do Horto, 1799 - Horto Florestal, São Paulo - SP, 02377-000, Brasil",,M.V. Thaís Sanches,"Infecciosa, agente viral, febre amarela",-,"Hepatopatia, nefropatia, efusão abdominal, efusão pericárdica e enterite hemorrágica",sim,sim,,sim,Sequenced,Sequenced,BC10,YFV_horto,10829,507.247,9942,9013,74.1228,Sequenced,10,"48,2",BC10,YFV_metagenomics_2,"309,212",579,"29,184",9.438,"1,385.73",95.3,10849,10849,99.908,99.908,-,JF912190.1
110,2678,,74114,4304053,2195085A,,,Norte,NA,"P.E. da Cantareira - Núcleo Pedra Grande - Rua do Horto, 1799- Horto Florestal - CEP: 02377-000 - São Paulo - SP",,"-23,4542863","-46,6360281",,desconhecida,14/12/2017,14/12/2017,,POSITIVO,Positivo,Positivo,"14,13",,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"Parque Estadual Cantareira - Núcleo Pedra Grande - R. do Horto, 1799 - Horto Florestal, São Paulo - SP, 02377-000, Brasil",,M.V. Marcello Schiavo Nardi,"Infecciosa, agente viral, febre amarela",X,"Hepatopatia, enterite grave, trauma crânio-encefálico",sim,sim,,sim,Sequenced,Sequenced,BC17,YFV_Lib02Rep_20220516,324115,4614.54,10227,10207,86.3155,Sequenced,30,42,BC07,YFV_metagenomics_1,94539,522,17626,18.64,608.826,94.8,10849,10849,99.899,99.899,-,JF912190.1
111,2680,,74115,4304054,2195088I,,,Norte,NA,"Rua Clovis Salgado, 220 - Jardim das Pedras - CEP: 02367-000 - São Paulo - SP",,"-23,4191513","-46,5903346",,desconhecida,14/12/2017,14/12/2017,,POSITIVO,Positivo,Positivo,"9,60",,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Thaís Sanches,"Infecciosa, agente viral, febre amarela",-,"Hepatopatia, nefropatia, efusão pleural e pericárdica",sim,sim,,sim,Sequenced,Sequenced,BC06,YFV_Lib02Rep_20220516,62639,2056.41,10200,9937,82.4201,Sequenced,19,"59,4",BC19,YFV_metagenomics_2,"373,188",585,"162,990",43.675,"6,251.17",95.5,10849,10849,99.908,99.908,-,JF912190.1
112,2677,,74141,4304056,2195379J,,,Norte,NA,"P.E. da Cantareira - Núcleo Pedra Grande - Rua do Horto, 1799- Horto Florestal - CEP: 02377-000 - São Paulo - SP",,"-23,4542863","-46,6360281",,desconhecida,14/12/2017,14/12/2017,Íntegro (vivo_0 a 2 dias),POSITIVO,Positivo,Positivo,"7,94",,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"Parque Estadual Cantareira - Núcleo Pedra Grande - R. do Horto, 1799 - Horto Florestal, São Paulo - SP, 02377-000, Brasil",,M.V. Thaís Sanches,"Infecciosa, agente viral, febre amarela",-,"Palidez e fissuras hepáticas, líquido sanguinolento e coágulos livres em cavidade abdominal, esplenomegalia, palidez renal e efusão pericárdica",sim,sim,,sim,Sequenced,Sequenced,BC16,YFV_Lib02Rep_20220516,101043,2986.2,10145,9961,83.1568,Sequenced,29,41,BC06,YFV_metagenomics_1,75263,535,13808,18.35,484.934,94.9,10849,10849,99.899,99.899,-,JF912190.1
113,2676,,74150,4304057,2195381D,,,Norte,NA,"Avenida Deputado Cantídio Sampaio, 4595 - Vila Souza - CEP: 02860-001 - São Paulo - SP",,"-23,4461853","-46,7052696",,14/12/2017,15/12/2017,15/12/2017,,POSITIVO,Positivo,Positivo,"11,48",,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"CEP errado. Av. Dep. Cantídio Sampaio, 4595 - Vila Souza, São Paulo - SP, 02855-035, Brasil",,M.V. Thaís Sanches,"Infecciosa, agente viral, febre amarela",-,"Hepatopatia, nefropatia, hemorragia pulmonar",sim,sim,,sim,Sequenced,Sequenced,BC05,YFV_Lib02Rep_20220516,87141,2629.27,10224,10043,84.1606,Sequenced,18,"48,2",BC18,YFV_metagenomics_2,"257,570",521,"39,011",15.146,"1,724.28",95.5,10847,10847,99.889,99.889,-,JF912190.1
114,2683,,74167,4304058,2195563K,,,Norte,NA,"Avenida Nova Cantareira, 6699 - Jardim Ibiratiba - CEP: 02341-002 - São Paulo - SP",,"-23,4461714","-46,6176563",,desconhecida,15/12/2017,15/12/2017,,POSITIVO,Positivo,Positivo,"8,65",,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"Av. Nova Cantareira, 6699 - Tucuruvi, São Paulo - SP, 02341-002, Brasil",,M.V. Luciana Martins Rodrigues Guerra,"Traumatismo, acidental, eletrocussão",-,"Lacerações superficiais em membro e face, hemorragia abdominal, palidez hepática. Febre amarela.",sim,sim,,sim,Sequenced,Sequenced,BC18,YFV_Lib02Rep_20220516,204704,4217.26,10231,10213,86.8312,Sequenced,31,"35,8",BC08,YFV_metagenomics_1,48873,442,5942,12.16,206.696,94.8,10847,10682,99.880,98.361,-,JF912190.1
115,2668,YES,74193,4304060,2195570K,,,Norte,NA,Praça Lions Club Tremembé - Vila Albertina - CEP: 02373-060 - São Paulo - SP,,"23,4517279","-46,6184316",,desconhecida,16/12/2017,16/12/2017,,POSITIVO,Positivo,Positivo,"7,26",,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"Praça Lions Clube Tremembé - R. Maestro Pedro Jatobá - Vila Albertina, São Paulo - SP, 02373-060, Brasil",,M.V. Eric Thal Brambila C. da Silva,"Infecciosa, agente viral, febre amarela",-,"Hemoperitônio, hidropericárdio, hepatopatia, hemorragia pulmonar",sim,sim,,sim,Sequenced,Sequenced,BC12,YFV_Lib02Rep_20220516,69512,2229.11,10243,10026,84.0041,Sequenced,25,62,BC02,YFV_metagenomics_1,69433,497,24286,34.98,847.581,94.8,10848,10847,99.890,99.880,-,JF912190.1
116,2669,,74194,4304060,2195572I,,,Norte,NA,Praça Lions Club Tremembé - Vila Albertina - CEP: 02373-060 - São Paulo - SP,,"23,4517279","-46,6184316",,desconhecida,16/12/2017,16/12/2017,Íntegro (vivo_0 a 2 dias),POSITIVO,Positivo,Positivo,"7,10",,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"Praça Lions Clube Tremembé - R. Maestro Pedro Jatobá - Vila Albertina, São Paulo - SP, 02373-060, Brasil",,M.V. Thaís Sanches,"Infecciosa, agente viral, febre amarela",-,"Efusão pericárdica, abdominal e torácica, lobos hepáticos amarelados, hemorragia pulmonar, esplenomegalia",sim,sim,não enviado - ok,sim,Sequenced,Sequenced,BC13,YFV_Lib02Rep_20220516,144183,3623.42,10224,10086,86.3984,Sequenced,26,"43,2",BC03,YFV_metagenomics_1,33774,521,13820,40.92,479.389,94.9,10847,10847,99.880,99.880,-,JF912190.1
117,2670,,74195,4304060,2195574G,,,Norte,NA,Praça Lions Club Tremembé - Vila Albertina - CEP: 02373-060 - São Paulo - SP,,"23,4517279","-46,6184316",,16/12/2017,16/12/2017,16/12/2017,Íntegro (vivo_0 a 2 dias),POSITIVO,Positivo,Positivo,"5,57",,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"Praça Lions Clube Tremembé - R. Maestro Pedro Jatobá - Vila Albertina, São Paulo - SP, 02373-060, Brasil",,M.V. Thaís Sanches,"Infecciosa, agente viral, febre amarela",-,"Autólise de vários órgãos, palidez hepática e renal, hemoperitônio",sim,sim,,sim,Sequenced,Sequenced,BC14,YFV_Lib02Rep_20220516,63636,2226.96,10152,9967,83.3963,Sequenced,27,"42,2",BC04,YFV_metagenomics_1,90213,503,36640,40.61,"1,122.67",94.9,10850,10849,99.908,99.899,-,JF912190.1
118,2673,,74203,4304061,,,,Norte,NA,"Avenida Deputado Cantídio Sampaio, 5686 - Vila Ana Rosa - CEP: 02857-000 - São Paulo - SP",,"-23,4381956","-46,7092847",,desconhecida,17/12/2017,17/12/2017,,POSITIVO,Positivo,Positivo,"11,55",,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"CEP nao acha Av. Dep. Cantídio Sampaio, 5686 - Vila Nova Parada, São Paulo - SP, 02675-031, Brasil",,,"Infecciosa, agente viral, febre amarela",,"Hepatopatia, líquido livre em cavidade abdominal, rins heterogêneos, colecistite",sim,sim,,sim,Sequenced,Sequenced,BC02,YFV_Lib02Rep_20220516,89797,2518.19,10218,9863,84.6947,Sequenced,15,"49,2",BC15,YFV_metagenomics_2,"268,706",490,"33,408",12.433,"1,400.24",95.6,10849,10849,99.908,99.908,-,JF912190.1
119,2674,,74204,4304061,,,,Norte,NA,"Avenida Deputado Cantídio Sampaio, 5686 - Vila Ana Rosa - CEP: 02857-000 - São Paulo - SP",,"-23,4381956","-46,7092847",,desconhecida,17/12/2017,17/12/2017,,POSITIVO,Positivo,Positivo,"10,10",,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"CEP nao acha Av. Dep. Cantídio Sampaio, 5686 - Vila Nova Parada, São Paulo - SP, 02675-031, Brasil",,M.V. Thaís Sanches,"Infecciosa, agente viral, febre amarela",-,"Hepatopatia, nefropatia, áreas de coloração avermelhada em mucosa de intestino grosso",sim,sim,,sim,Sequenced,Sequenced,BC03,YFV_Lib02Rep_20220516,59706,1996.49,10224,10009,86.6654,Sequenced,16,"56,4",BC16,YFV_metagenomics_2,"302,435",517,"70,310",23.248,"2,960.26",95.5,10849,10849,99.908,99.908,-,JF912190.1
120,2671,,72210,4304062,2195593B,,,Norte,NA,"Avenida Nova Cantareira, 6370 - Tucuruvi - CEP: 02340-002 - São Paulo - SP",,"-23,4476865","-46,6163571",,desconhecida,17/12/2017,17/12/2017,,POSITIVO,Positivo,Positivo,"7,18",,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Eric Thal Brambila C. da Silva,"Infecciosa, agente viral, febre amarela",-,"Hepatopatia, hemorragia pulmonar, esplenomegalia, autólise.",sim,sim,,sim,Sequenced,Sequenced,BC15,YFV_Lib02Rep_20220516,2129,99.9245,8171,6818,51.4412,Sequenced,28,49,BC05,YFV_metagenomics_1,93556,458,7100,7.59,277.414,95,10847,10845,99.880,99.862,-,JF912190.1
121,2672,,74211,4304062,2195578C,,,Norte,NA,"Avenida Nova Cantareira, 6370 - Tucuruvi - CEP: 02340-002 - São Paulo - SP",,"-23,4476865","-46,6163571",,desconhecida,17/12/2017,17/12/2017,,POSITIVO,Positivo,Positivo,13,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Thaís Sanches,"Infecciosa, agente viral, febre amarela",-,Hepato e nefropatia,sim,sim,,sim,Sequenced,Sequenced,BC04,YFV_horto,31995,1302.05,10234,10232,86.3523,Sequenced,4,55,BC04,YFV_metagenomics_2,"393,533",532,"40,746",10.354,"1,798.36",95.4,10849,10849,99.908,99.908,-,JF912190.1
122,2675,,74228,4304064,2195585C,,,Norte,NA,"Avenida Senador José Ermírio de Moraes, 1250 - Tremembé - CEP: 02357-002 - São Paulo - SP",,"-23,4450952","-46,6131346",,desconhecida,18/12/2017,18/12/2017,,POSITIVO,Positivo,Positivo,"9,43",,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Marcello Schiavo Nardi,"Infecciosa, agente viral, febre amarela",-,"Hepatopatia, ascite, hidropericárdio, esplenomegalia",sim,sim,,sim,Sequenced,Sequenced,BC04,YFV_Lib02Rep_20220516,97682,2561.99,10222,10023,85.5972,Sequenced,17,"51,8",BC17,YFV_metagenomics_2,"253,456",520,"92,692",36.571,"3,605.74",95.5,10849,10849,99.908,99.908,-,JF912190.1
123,2779,,74229,5734913,2195833H,,,Norte,NA,"Avenida Senador José Ermírio de Moraes, 1250 - Tremembé - CEP: 02357-002 - São Paulo - SP",,"-23,4450952","-46,6131346",,18/12/2017,18/12/2017,19/12/2017,,POSITIVO,inconclusiva,Positivo,"16,82",,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Thaís Sanches,"Eutanásia, febre amarela",-,"Pulmões, rins e fígado sangrantes ao corte, discreta palidez de medula renal",sim,sim,,sim,Sequenced,Sequenced,BC30,YFV_Lib02Rep_20220516,322474,4492.1,10215,9738,82.7793,Sequenced,43,"28,8",BC20,YFV_metagenomics_1,124195,538,253,0.20,8.12,93.8,1959,546,18.039,5.028,-,JF912190.1
124,,,74142,5734914,,,,Norte,NA,"P.E. da Cantareira - Núcleo Pedra Grande - Rua do Horto, 1799- Horto Florestal - CEP: 02377-000 - São Paulo - SP",,"-23,4542863","-46,6360281",,19/12/2017,19/12/2017,19/12/2017,,POSITIVO,Positivo,Positivo,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"Parque Estadual Cantareira - Núcleo Pedra Grande - R. do Horto, 1799 - Horto Florestal, São Paulo - SP, 02377-000, Brasil",,M.V. Thaís Sanches,"Infecciosa, agente viral, febre amarela",-,Hepatpatia,sim,sim,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,74287,5734916,,,,Norte,NA,"Rua Elcio Mazzei, 26 - Santana - CEP: 02408-140 - São Paulo - SP",,"-23,4803478","-46,6272311",,19/12/2017,19/12/2017,19/12/2017,,POSITIVO,Negativo,Positivo,,,,,Sagui,Callithrix sp.,N/A,,,,N/A,N/A,,,M.V. Thaís Sanches,"Eutanásia, traumaismo",-,"Fratura de úmero, hematoma extnso, congestão pulmonar, palidez esplênica e hemorragia renal",sim,sim,sim,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,74335,5734920,,,,Norte,NA,"Rua do Anoitecer, 43 - Jardim Valparaíso - CEP: 02367-350 - São Paulo - SP",,"23,421927","-46,5880621",,21/12/2017,21/12/2017,21/12/2017,,NEGATIVO,Negativo,Negativo,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Luciana Martins Rodrigues Guerra,Eutanásia,-,"Discretas alterações, fezes amolecidas, lesão ulcerada em estômago",sim,sim,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
127,2728,,74340,5734923,,,,Norte,NA,"P.E. da Cantareira - Núcleo Pedra Grande - Rua do Horto, 1799- Horto Florestal - CEP: 02377-000 - São Paulo - SP",,"-23,4542863","-46,6360281",,desconhecida,21/12/2017,21/12/2017,,POSITIVO,Positivo,Positivo,"10,59",,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"Parque Estadual Cantareira - Núcleo Pedra Grande - R. do Horto, 1799 - Horto Florestal, São Paulo - SP, 02377-000, Brasil",,M.V. Eric Thal Brambila C. da Silva,"Infecciosa, agente viral, febre amarela",-,"Hepatopatia, nefropatia, ascite, hidropericárdio, lesões pulmonares hemorrágicas",sim,sim,,sim,Sequenced,Sequenced,BC26,YFV_Lib02Rep_20220516,55085,1900.7,10224,9877,83.9948,Sequenced,39,"55,4",BC16,YFV_metagenomics_1,64560,545,13694,21.21,549.414,94.8,10847,10847,99.880,99.880,-,JF912190.1
128,,,74342,5734923,,,,Norte,NA,"P.E. da Cantareira - Núcleo Pedra Grande - Rua do Horto, 1799- Horto Florestal - CEP: 02377-000 - São Paulo - SP",,"-23,4542863","-46,6360281",,desconhecida,21/12/2017,21/12/2017,,POSITIVO,Positivo,Positivo,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"Parque Estadual Cantareira - Núcleo Pedra Grande - R. do Horto, 1799 - Horto Florestal, São Paulo - SP, 02377-000, Brasil",,M.V. Thaís Sanches,"Infecciosa, agente viral, febre amarela",-,"Hepatopatia, nefropatia, efusão abdominal",sim,sim,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
129,2782,,74511,5734934,2196790C,,,Norte,NA,"Av. Nova Cantareira, 3659 - Tucuruvi - CEP: 02341-001 - São Paulo - SP",,"-23,4691167","-46,6188037",,desconhecida,27/12/2017,27/12/2017,,POSITIVO,Positivo,Positivo,"13,60",,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Eric Thal Brambila C. da Silva,"Infecciosa, agente viral, febre amarela",-,"Hepatopatia, nefropatia, ascite, hidropericárdio",sim,sim,,sim,Sequenced,Sequenced,BC20,YFV_Lib02Rep_20220516,186289,4305.16,10219,10218,86.2602,Sequenced,33,38,BC10,YFV_metagenomics_1,107070,440,7361,6.87,314.334,94.6,10847,10842,99.880,99.834,-,JF912190.1
130,2778,,74615,5734937,2196895E,,,Norte,NA,"Rua Ângelo Capricho, 128 - Horto Florestal - CEP: 02377-010 - São Paulo - SP",,"-23,4587042","-46,6304206",,desconhecida,29/12/2017,29/12/2017,,POSITIVO,Positivo,Positivo,10,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Thaís Sanches,"Infecciosa, agente viral, febre amarela",-,Autólise avançada,sim,sim,não enviado - ok,sim,Sequenced,Sequenced,BC13,YFV_horto,49591,1907.76,10224,10219,86.3892,Sequenced,13,"39,8",BC13,YFV_metagenomics_2,"601,563",458,"89,604",14.895,"3,491.34",95.4,10849,10849,99.908,99.908,-,JF912190.1
131,2777,,74633,5734940,2196894F,,,Norte,NA,"Avenida Água Fria, 1923 - Barro Branco - CEP: 02333-900 - São Paulo - SP",,"-23,4723139","-46,6182287",,desconhecida,29/12/2017,29/12/2017,,POSITIVO,Positivo,Positivo,"15,37",,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"CEP diferente Av. Água Fria, 1923 - Tucuruvi, São Paulo - SP, 02333-001, Brasil",,M.V. Marcello Schiavo Nardi,"Infecciosa, agente viral, febre amarela",-,"Hepatopatia, nefropatia, ascite, hidropericárdio",sim,sim,,sim,Sequenced,Sequenced,BC19,YFV_Lib02Rep_20220516,312002,4700.31,10224,10219,86.4444,Sequenced,32,"37,4",BC09,YFV_metagenomics_1,156755,469,2879,1.84,96.428,94.6,10635,10448,97.928,96.206,-,JF912190.1
132,2776,,74648,5734944,2196893G,,,Norte,NA,"Av. Nova Cantareira, 3659 - Tucuruvi - CEP: 02341-001 - São Paulo - SP",,"-23,4691167","-46,6188037",,desconhecida,31/12/2017,31/12/2017,Íntegro (vivo + 1 a 2 dias),POSITIVO,Positivo,Positivo,13,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Luciana Martins Rodrigues Guerra,"Infecciosa, agente viral, febre amarela",-,"Hepatopatia, hidropericárdio, alças congestas, glândulas mamárias desenvolvidas",sim,sim,,sim,Sequenced,Sequenced,BC12,YFV_horto,65991,2560.82,10219,10217,86.1405,Sequenced,12,"42,2",BC12,YFV_metagenomics_2,"165,251",498,"21,016",12.718,865.837,95.3,10849,10848,99.908,99.899,-,JF912190.1
133,2784,,74692,5734945,2197186H,,,Norte,NA,"Av. Nova Cantareira, 3659 - Tucuruvi - CEP: 02341-001 - São Paulo - SP",,"-23,4691167","-46,6188037",,02/01/2018,02/01/2018,02/01/2018,,POSITIVO,Positivo,Positivo,"12,21",,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Marcello Schiavo Nardi,"Infecciosa, agente viral, febre amarela",-,"Hepatopatia, nefropatia, esplenomegalia, ascite, hidropericárdio",sim,sim,,sim,Sequenced,Sequenced,BC21,YFV_Lib02Rep_20220516,202826,4320.5,10226,10225,87.5495,Sequenced,34,"44,8",BC11,YFV_metagenomics_1,113202,498,10084,8.91,386.28,94.7,10849,10843,99.899,99.843,-,JF912190.1
134,,,74718,5734948,,,,Norte,NA,"Rua Manoel Morais Pontes, 271 - Vila Albertina - CEP: 02372-140 - São Paulo - SP",,"-23,4557207","-46,6197139",,03/01/2018,03/01/2018,03/01/2018,,POSITIVO,Positivo,Positivo,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"CEP diferente. Rua Manuel Morais Pontes, 271 - Vila Albertina, São Paulo - SP, 02373-000, Brasil",,M.V. Thaís Sanches,"Eutanásia, febre amarela",-,Nefropatia e hepatopatia,sim,sim,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,74747,5734950,,,,Norte,NA,"Av. Nova Cantareira, 3659 - Tucuruvi - CEP: 02341-001 - São Paulo - SP",,"-23,4691167","-46,6188037",,desconhecida,04/01/2018,04/01/2018,,POSITIVO,Positivo,Positivo,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Thaís Sanches,"Infecciosa, agente viral, febre amarela",-,Autólise avançada,sim,sim,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,,74748,5734950,,,,Norte,NA,"Av. Nova Cantareira, 3659 - Tucuruvi - CEP: 02341-001 - São Paulo - SP",,"-23,4691167","-46,6188037",,desconhecida,04/01/2018,04/01/2018,,POSITIVO,Positivo,Positivo,,,,,,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Thaís Sanches,"Infecciosa, agente viral, febre amarela",-,Hepatopatia e nefropatia,sim,sim,não enviado - ok,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,74749,5734950,,,,Norte,NA,"Av. Nova Cantareira, 3659 - Tucuruvi - CEP: 02341-001 - São Paulo - SP",,"-23,4691167","-46,6188037",,desconhecida,04/01/2018,04/01/2018,,POSITIVO,Positivo,Positivo,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,M.V. Thaís Sanches,"Infecciosa, agente viral, febre amarela",-,Hepatopatia e nefropatia,sim,sim,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,74840,5734955,,,,Norte,NA,"Rua Gabriel Martins , 68 - Parque Ramos Freitas - CEP: 02353-090 - São Paulo - SP",,"-23,4521178","-46,6063849",,desconhecida,07/01/2018,07/01/2018,,NÃO DETERMINADO,Sample_not_sent,Sample_not_sent,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,3202,,75022,4303334,2198416A,,,Norte,NA,"Avenida Coronel Sezefredo Fagundes, 4600 - Tucuruvi - CEP: 02306-004 - São Paulo - SP",,"-23,4454264","-46,5964362",,desconhecida,15/01/2018,15/01/2018,Íntegro (vivo_0 a 2 dias),POSITIVO,Positivo,,"12,09",,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,,,,"Infecciosa, agente viral, febre amarela",-,"Diversos órgãos autolisados, fígado com coloração amarelo-esverdeada",sim,sim,não enviado - ok,sim,Sequenced,Sequenced,BC32,YFV_Lib02Rep_20220516,108562,3215.03,10231,10231,87.7245,Sequenced,45,"29,2",BC22,YFV_metagenomics_1,170149,444,7447,4.38,293.311,94.7,10847,10847,99.880,99.880,-,JF912190.1
140,,,75011,4303335,,,,Mairipora,NA,"Estrada Laramara, 3500 - Corumbá - CEP: 07600-000 - Mairiporã - SP",,"-23,245244","-46,569971",,desconhecida,09/01/2018,15/01/2018,,NEGATIVO,Negativo,Sample_not_sent,,,,,Bugio-ruivo,Alouatta guariba clamitans,N/A,,,,N/A,N/A,"Estr. Laramara, 3500 - Terra Preta, Mairiporã - SP, 07600-000, Brasil",,M.V. Marcello Schiavo Nardi,Não determinada - não realizada necropsia,-,Necropsia não realizada,sim,não enviado - ok,,sim,,,,,,,,,,,,,,,,,,,,,,,,,,
